sentiment,text,data_id
negative,"*update*<br />The repairman did come 2 days before Christmas, he replaced the control panel again. And he left, my daughter tested all the burners and guess what! 2 of the burners did NOT work! He was still in the driveway, so he came back in to check it. He said he reset the stove once again, all the burners came one. That afternoon, one of the two burners that had not worked then worked, only came on half way. The inner part of the burner was now dead. By the end of that day, that burner was totally dead. When i talked to LG a week before Christmas, LG said they would send my case in front of their review board and i would hear something with in 3-5 business days. It has been much longer then that, not including the holidays. Yes, i do have a partially working stove BUT that is NOT good enough! The repairman suggested me to that Lg should buy my stove back seeings how this last repair did not work. I happen to agree!<br /><br />My husband bought this stove for me on Feb 14th, i was thrilled! I love to bake and cook and even canning. I had the stove for less then a month and the large right burner died. I called to have it repaired. We kept using the stove, and before the repairman could get to us, the entire top of dead! You could push the buttons, they would come on but didn't heat up. The repairman came out, looked at the stove and said he had to order the parts. Two weeks later, he replaced the mother board and everything was up and running just fine. Two months later, we had the same issue. The left burner goes this time. Again, the same repairman comes out looks at the stove, he again orders the same parts. He replaces the mother board again. On the 3rd repair, LG tells me the repair guy is the one who has to call it a lemon, the repair guy tells me its LG that has to call it a lemon. OK, so he repaired it and i just let it go, WHICH i have NOT have! Dec 14 we call the repairman again, I am now on my 4th repair for the same thing! Now LG wants to see my receipt for the stove, and they are sending it to their claims dept to see if they can replace this stupid stove. I really hope they do NOT plan to send me another stove like this one!) Last week, the repairman came out, of course they have to order the parts and i am just betting, my stove will NOT be repaired in time for me to cook the family Christmas dinner!<br /><br />It really sucks to spend all that money for a stove that only works part time! The repair guy said, he also see problems with stove that have fancy mother boards.<br /><br />If you buy this stove, make sure you have a backup! I am currently baking cookies on a small rack while sitting on coffee cups in a roaster pan and it SUCKS!",71
positive,It holds a really good amount of eggs! It's very sturdy and easy to carry. I have had it for some time now and it still holds up nicely! I would gladly gift it to another chicken owner for their eggs.,71
positive,"Great, price, shipping timely, a day early. Old out new in. Fast, no mess.<br />I'll do it again.",71
positive,Very easy and looks great! Highly recommend,71
positive,This water filler works great! A great value! ♡,71
positive,I enjoy my ice machine it make great ice I would buy again I recommend this to anyone looking for that good eating ice and it holds up and doesn’t melt vast .,71
negative,Not a fan of this version of the Kcup to begin with but this product meets the requirements. Not sure i like the removable interior cup but it does ease the cleaning. Just makes it a bit clunkier,71
positive,"Stopped the oil leak, just what I wanted to happen lol.",71
positive,It helped that this product details showed the actual dimensions and close up photo that I compared to what I have at home. They fit perfectly!,71
positive,Bought this to repair our old Whirlpool Duet dryer.  Much cheaper than replacing the dryer.  Perfect fit.  Runs like new.,71
positive,Fits my range perfectly. Arrived quickly. Price was much better than range manufacturers.,71
positive,Multipack great for ur money,71
negative,"Worked great, was like original, but after a month it stoped making ice, i assume the plastic gear could not turn, they just click and click and u have to manually intervene, but occasionally it works but the last 5 days only a few cubes have been made. Of course just a week past my return window. I will try to contact the seller but doubt they will rectify the bad product",71
positive,"Part came in, watched a youtube video on how to install it, put it in.  Cost was a fraction of what a repair shop was going to charge.  Money well spent.  Arrived in perfect condition. 0 complaints.  Would definitely order again if the need ever presents itself again.",71
positive,"Works great!  Fill it to the top for a 4-5 cup carafe, otherwise it's a little weak.",71
positive,Fits in my fridge perfectly. My other shelves are all white while this one has a clear section but it looks great!,71
positive,Really nice product,71
positive,"It took it's time getting here, but it does a good job on water.",71
positive,I own 2 of these and love them.,71
positive,Completely satisfied with purchase. No news is good news  when it comes to water filters.,71
positive,"Only had a few days, No issues. Easy setup and works like its supposed to",71
positive,"Bought this to replace an old style cooktop for my new granite island that looks out into my great room. I like the low profile and beautiful stainless steel finish.<br />I cook for a family of six on a regular basis, and so far this stove meets and exceeds my expectations. I love the different sized burners and the many levels of heat they can put out.<br />I used the middle burner last night to heat up an iron skillet to sear some tuna steaks, and they came out perfect!<br />There is plenty of room for all your pots and pans even though it is a 30 inch stove.<br />Like i said , I cook for 6, so I am using all the burners to either cook or set things from the oven on .<br />Clean up if fairly quick. It is easy to wipe a sponge around all the burners, and the grates are not to heavy or bulky to lift up.",71
negative,"BUYER BEWARE!!!!!!!!!!!!!<br />On 06/29/2016, my husband and I purchased a Sears Kenmore Elite refrigerator. At this time, we purchased a Sears protection agreement on this appliance,<br />increasing the cost of our purchase by $799.99. We had the refrigerator serviced at the one-year mark, where we voiced concerns that the appliance was not cooling properly. The technician assured us that it was functioning<br />appropriately. On May 4, 2018, we called for a repair. The first available<br />repair date was May 10. A technician arrived and diagnosed a leaking coolant<br />coil. These parts were ordered and another repair date set for May 18. The new coil was installed; however, the refrigerator was still not working. This<br />technician said that the appliance needed a new compressor. The compressor was ordered and yet another repair date set for May 24. We received a call stating that the repair could not be done as planned, so they left a message rescheduling for May 31. While all of the other dates around this date were something my husband or I could work around, we absolutely could not be available on May 31. I called, in a failed and very frustrating attempt to reschedule, and the best I was given was today's date of June 5. “No one can change that & they had the nerve to tell me that they rescheduled from May 31 FOR MY CONVENIENCE! Please note that this is now FOUR AND A HALF WEEKS without a working refrigerator!!!!!! Today the technician arrived and worked on the appliance for 2 hours before he told us that the wrong compressor had been ordered and delivered. Any guesses to the next date of repair? June 18. SEVEN AND A HALF WEEKS WITHOUT A WORKING REFRIGERATOR! This is unbelievable! We have lost several hundreds of dollars of food, had to spend extra hundreds of dollars eating out for this long. My kids have no milk for their cereal. Sandwich options are peanut butter and ……. Oh wait just peanut butter.<br /><br />Additional insult would be the many incompetent people we have dealt with over the phone. My husband filled out a review of the service visit and received a phone call telling us to call 1-800-927-7836 extension 5 with case number 5761129. I called that number today and after extension 5 reverting me back to the previous 1-4 options, I picked option 3 spoke with Cynthia who transferred me to Izetto who was going to transfer me to a benefit department but came back to tell me that I was calling the wrong number and gave me 1-888-828-4208 where I spoke with Cathy who offered to get &#34;the executives&#34; on the line and placed me on hold for 10 minutes before the call was disconnected. So, I called back where I had to repeat the story to June who transferred me to Vera, who transferred me to Addie who transferred me to Samuel. Now, of all of these people, none of them had the “power to help”!! Samuel was the nicest of them all, and really, I can’t blame these poor people for working for such a poor excuse of a company that they cannot even take care of the customers who they have royally screwed over! This is a grand total of 7 different people I have spoken with just today.<br /><br />What the heck Sears??????? Is it too much to ask to only speak to ONE person that actually has the power to make this right??????? Its not like we went and bought the cheap $600 refrigerator, we bought the $2299.99 plus paid the extra $799.99 for the Sears Protection plan, plus we have a friken Sears Home Warranty that also covers this refrigerator that has FAILED in less than 2 years! Less than 2 Years! My husband and I have made multiple phone calls to Sears, only to be disconnected and transferred to other people all of which are unable/unwilling to do anything!",71
